StockCode,Description,Sentiment,Confidence
72369A,PINK CLEAR GLASS CANDLE PLATE,Neutral,0.8011
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,Neutral,0.8429
22228,BUNNY WOODEN PAINTED WITH BIRD ,Neutral,0.8208
21438,TUB 24 HANGING EASTER EGGS SPOTTY,Neutral,0.8245
22270,HAPPY EASTER HANGING DECORATION,Positive,0.9555
22284,HEN HOUSE DECORATION,Neutral,0.7527
79000,MOROCCAN TEA GLASS,Neutral,0.7691
85017A,ENVELOPE 50 ROMANTIC IMAGES,Neutral,0.8266
21206,STRAWBERRY HONEYCOMB  GARLAND ,Neutral,0.8002
21203,BUTTERFLIES  HONEYCOMB GARLAND,Neutral,0.7447
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,Neutral,0.861
85179C,PINK BITTY LIGHT CHAIN,Neutral,0.7566
85179A,GREEN BITTY LIGHT CHAIN,Neutral,0.7458
85180B,PINK HEARTS LIGHT CHAIN ,Neutral,0.7649
85180A,RED HEARTS LIGHT CHAIN ,Neutral,0.7627
21123,SET/10 IVORY SPOTTY PARTY CANDLES,Neutral,0.832
85185E,DUCK SOCK PUPPET,Negative,0.7137
85185D,FROG SOCK PUPPET,Neutral,0.5691
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",Neutral,0.8611
21773,DECORATIVE ROSE BATHROOM BOTTLE,Neutral,0.7969
79164,BLACK WINE GLASS,Neutral,0.8312
16169M,WRAP DAISY CARPET ,Neutral,0.78
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,Neutral,0.8354
21769,VINTAGE POST OFFICE CABINET,Neutral,0.8571
22044,CHRISTMAS CARD STACK OF PRESENTS,Neutral,0.8632
85069,CREAM SWEETHEART DOUBLE SHELF,Neutral,0.6528
21666, RIDGED GLASS T-LIGHT HOLDER,Neutral,0.741
21696,SMALL SILVER TRELLIS CANDLEPOT,Neutral,0.8436
21693,SMALL HAMMERED SILVER CANDLEPOT ,Neutral,0.8105
21687,SILVER PLATE CANDLE BOWL LARGE,Neutral,0.7946
21688,SILVER PLATE CANDLE BOWL SMALL,Neutral,0.8442
21651,HANGING GLASS ETCHED TEALIGHT,Neutral,0.8264
84993B,75 BLACK PETIT FOUR CASES,Neutral,0.8558
85040A,S/4 PINK FLOWER CANDLES IN BOWL,Neutral,0.835
90083,CRYSTAL CZECH CROSS PHONE CHARM,Neutral,0.7858
16215,FUNKY GIRLZ MAGNETIC TO DO LIST ,Neutral,0.7491
21380,WOODEN HAPPY BIRTHDAY GARLAND,Positive,0.9761
21185, HOME SWEET HOME  BLACKBOARD,Neutral,0.505
21294,ETCHED GLASS COASTER,Neutral,0.6875
21145,ANTIQUE GLASS PLACE SETTING,Neutral,0.8179
15039,SANDALWOOD FAN,Neutral,0.7997
84627,CANDY STRIPE ROSE C/COVER ,Neutral,0.7827
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,Neutral,0.7833
21276,TWO EMBOSSED HEART MINI DRAWERS,Neutral,0.7111
22310,KNITTED MUG COSY IVORY COLOUR ,Neutral,0.7313
22308,TEA COSY BLUE STRIPE,Neutral,0.7245
21620,S/4 ROSE    BOTANICAL  CANDLE,Neutral,0.8597
21690,SILVER  CANDLEPOT JARDIN ,Neutral,0.7844
84537B,FAIRY CAKES GIFT BAG,Neutral,0.782
22033,BOTANICAL ROSE GREETING CARD,Neutral,0.8432
22032,BOTANICAL LILY GREETING CARD,Neutral,0.854
16161M,WRAP  PINK FLOCK,Neutral,0.8047
21450,DISTRESSED CANDLE STICK WHITE,Neutral,0.4939
84763,ZINC FINISH 15CM PLANTER POTS,Neutral,0.8163
35810A,ENAMEL PINK COFFEE CONTAINER,Neutral,0.8059
35809A,ENAMEL PINK TEA CONTAINER,Neutral,0.844
35811A,ENAMEL PINK SUGAR CONTAINER,Neutral,0.853
21157,RED SPOTTY WASHBAG,Neutral,0.7099
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,Neutral,0.874
21110,LARGE CAKE TOWEL PINK SPOTS,Neutral,0.8243
21054,NURSE'S BAG SOFT TOY,Neutral,0.5004
21056,DOCTOR'S BAG SOFT TOY,Neutral,0.6244
20702,PINK PADDED MOBILE,Neutral,0.7437
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,Neutral,0.8539
22133,PINK LOVE HEART SHAPE CUP,Positive,0.836
22132,RED LOVE HEART SHAPE CUP,Positive,0.6618
21914,BLUE HARMONICA IN BOX ,Neutral,0.7815
82605,OLD DOC.RUSSEL METAL SIGN,Neutral,0.8299
85131A,BEADED PEARL HEART WHITE ON STICK,Neutral,0.8515
21657,MILK BOTTLE WITH GLASS STOPPER ,Neutral,0.7436
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,Neutral,0.8431
84745A,PINK HANGING GINGHAM EASTER HEN,Neutral,0.8355
84745B,BLUE HANGING GINGHAM EASTER HEN,Neutral,0.8748
22292,"SPRING DEC , HANGING CHICK  YELLOW",Neutral,0.7494
22287,"DECORATION , WOBBLY CHICKEN, METAL ",Neutral,0.7815
22286,"DECORATION , WOBBLY RABBIT , METAL ",Neutral,0.8073
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Neutral,0.8912
21284,RETRO SPOT CANDLE  SMALL,Neutral,0.8144
84882,GREEN WIRE STANDING CANDLE HOLDER,Neutral,0.8598
21936,RED/WHITE SPOT PICNIC BAG,Neutral,0.8419
21427,SKULLS STORAGE BOX SMALL,Neutral,0.8393
22332,SKULLS PARTY BAG + STICKER SET,Neutral,0.8716
21626,VINTAGE UNION JACK PENNANT,Neutral,0.8368
22100,SKULLS SQUARE TISSUE BOX,Neutral,0.7379
22053,EMPIRE DESIGN ROSETTE,Neutral,0.7877
79026B,"S/4 ICON COASTER,ELVIS LIVES",Neutral,0.7744
10109,BENDY COLOUR PENCILS,Neutral,0.7289
21910,WAY OUT METAL SIGN ,Neutral,0.7986
37345,ASSTD HEARTS DESIGN MUGS,Neutral,0.76
22204,MILK PAN BLUE RETROSPOT,Neutral,0.7838
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",Neutral,0.7814
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",Neutral,0.7814
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",Neutral,0.7814
84509G,FAIRY CAKE PLACEMATS ,Neutral,0.6732
21564,PINK  HEART SHAPE LOVE BUCKET ,Positive,0.7529
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,Neutral,0.8349
22344,PARTY PIZZA DISH PINK WHITE SPOT ,Neutral,0.8276
22346,PARTY PIZZA DISH GREEN WHITE SPOT ,Neutral,0.8191
84687,BEACH HUT SHELF W 3 DRAWERS,Neutral,0.7511
84902,PINK KNITTED COW STUFFED TOY,Neutral,0.7816
21984,PACK OF 12 PINK PAISLEY TISSUES ,Neutral,0.8428
21153,RED SPOTTY TABLECLOTH ,Neutral,0.7255
21536,DAIRY MAID  SMALL  MILK JUG,Neutral,0.7764
90214C,"LETTER ""C"" BLING KEY RING",Neutral,0.8159
90214D,"LETTER ""D"" BLING KEY RING",Neutral,0.8251
35953,FOLKART STAR CHRISTMAS DECORATIONS,Neutral,0.8748
37422,WHITE WITH BLACK CATS BOWL,Neutral,0.8589
21127,COLOURFUL FISHING GNOME,Neutral,0.6325
21306,SET/4 DAISY MIRROR MAGNETS,Neutral,0.8826
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,Neutral,0.7851
82599,FANNY'S REST STOPMETAL SIGN,Neutral,0.8331
37333,"RETRO ""TEA FOR ONE"" ",Neutral,0.8229
84989B,75 BLACK FAIRY CAKE CASES,Neutral,0.8429
37423,WHITE WITH BLACK CATS PLATE,Neutral,0.8584
72799A,BLACK PILLAR CANDLE SILVER FLOCK,Neutral,0.8561
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,Neutral,0.8763
21644,ASSORTED TUTTI FRUTTI HEART BOX,Neutral,0.7255
21643,ASSORTED TUTTI FRUTTI MIRROR,Neutral,0.7722
35824C,"HANGING FLOWERS+MIRROR,CLEAR",Neutral,0.8305
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",Neutral,0.7804
84875D,BLUE SQUARE COMPACT MIRROR,Neutral,0.8066
46000U,POLYESTER FILLER PAD 30CMx30CM,Neutral,0.8689
15059A,ENGLISH ROSE EDWARDIAN PARASOL,Neutral,0.8787
84255B,ORANGE COCKTAIL GLASS LAMP,Neutral,0.6664
46776F,WOVEN ROSE GARDEN CUSHION COVER ,Neutral,0.8124
15060B,FAIRY CAKE DESIGN UMBRELLA,Neutral,0.804
84912A,PINK ROSE WASHBAG,Neutral,0.8241
84922,PINK BUTTERFLY WASHBAG,Neutral,0.8026
21000,ROSE DU SUD COSMETICS BAG,Neutral,0.8041
90190B,GOLD/AMBER DROP EARRINGS W LEAF,Neutral,0.8592
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,Neutral,0.7825
90019C,SILVER BLACK ORBIT BRACELET,Neutral,0.8223
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,Neutral,0.8329
90011B,BLACK CRYSTAL DROP EARRINGS,Neutral,0.8745
90012B,BLACK DROP CRYSTAL NECKLACE,Neutral,0.8734
85023B,EAU DE NILE JEWELLED PHOTOFRAME,Neutral,0.81
84937,KASHMIR FOLKART TUMBLERS,Neutral,0.7076
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,Neutral,0.8058
79190D,RETRO PLASTIC DAISY TRAY,Neutral,0.8078
79190A,RETRO PLASTIC 70'S TRAY,Neutral,0.8522
85114B,IVORY ENCHANTED FOREST PLACEMAT,Neutral,0.7998
21116,OWL DOORSTOP,Neutral,0.6836
10134,COLOURING PENCILS BROWN TUBE,Neutral,0.8106
21279,VINTAGE KITCHEN PRINT FRUITS,Neutral,0.7688
21051,RIBBONS PURSE ,Neutral,0.7244
72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,Neutral,0.8323
47592B,SCOTTIES DESIGN CHILD'S OVERALL,Neutral,0.5686
84548,CROCHET BEAR RED/BLUE  KEYRING,Neutral,0.7946
84676,BATH DUCK WATERING CAN,Neutral,0.7059
16015,MEDIUM CHINESE STYLE SCISSOR,Neutral,0.8449
85098B,BLUE FLYING SINGING CANARY,Neutral,0.6768
20764,ABSTRACT CIRCLES SKETCHBOOK ,Neutral,0.8457
84706B,FAIRY CAKES TABLE CLOCK,Neutral,0.782
35004G,SET OF 3 GOLD FLYING DUCKS,Neutral,0.8425
22334,DINOSAUR PARTY BAG + STICKER SET,Neutral,0.8796
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,Negative,0.5028
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,Neutral,0.835
22074,6 RIBBONS SHIMMERING PINKS ,Neutral,0.8156
20733,GOLD MINI TAPE MEASURE ,Neutral,0.8116
21682,LARGE MEDINA STAMPED METAL BOWL ,Neutral,0.8355
21392,RED SPOTTY PUDDING BOWL,Neutral,0.6599
35958,FOLKART ZINC STAR CHRISTMAS DEC,Neutral,0.8161
84725,FREESTYLE CANVAS ART PICTURE,Neutral,0.8571
84721,MANHATTAN CANVAS ART PICTURE,Neutral,0.8843
21506,"FANCY FONT BIRTHDAY CARD, ",Neutral,0.8242
72045D,ROSES ON BLUE TEACUP CANDLE ,Neutral,0.7657
84247G,"DECOUPAGE,GREETING CARD,",Neutral,0.6354
22057,CERAMIC PLATE STRAWBERRY DESIGN,Neutral,0.8346
84581,DOG TOY WITH PINK CROCHET SKIRT,Neutral,0.7495
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,Neutral,0.8335
21728,METAL MEDINA LANTERN ,Neutral,0.8191
21324,HANGING MEDINA LANTERN SMALL,Neutral,0.8851
21667,GLASS CAKE COVER AND PLATE,Neutral,0.7444
21055,TOOL BOX SOFT TOY ,Neutral,0.5174
21288,STRIPEY CHOCOLATE NESTING BOXES,Neutral,0.7794
22098,BOUDOIR SQUARE TISSUE BOX,Neutral,0.8021
47562,ENGLISH ROSE IRONING BOARD COVER,Neutral,0.8614
85136B,BLUE SHARK HELICOPTER,Neutral,0.8013
22291,"SPRING DEC , HANGING CHICK CREAM",Neutral,0.8089
84906,PINK B'FLY C/COVER W BOBBLES,Neutral,0.7964
21389,IVORY HANGING DECORATION  BIRD,Neutral,0.8157
20738,GREEN MINI TAPE MEASURE ,Neutral,0.807
16014,SMALL CHINESE STYLE SCISSOR,Neutral,0.8363
16016,LARGE CHINESE STYLE SCISSOR,Neutral,0.8536
85079,EMBROIDERED REINDEER DECORATION,Neutral,0.7931
21447,12 IVORY ROSE PEG PLACE SETTINGS,Neutral,0.865
21899,"KEY FOB , GARAGE DESIGN",Neutral,0.762
84761,IVORY HANGING BIRD PLANTER ,Neutral,0.8305
21446,12 RED ROSE PEG PLACE SETTINGS,Neutral,0.875
21422,PORCELAIN ROSE SMALL,Neutral,0.7995
21683,MEDIUM MEDINA STAMPED METAL BOWL ,Neutral,0.8339
21664,RIDGED GLASS STORAGE JAR CREAM LID,Neutral,0.8253
21942,SKULLS DESIGN FLANNEL,Neutral,0.6177
22067,CHOC TRUFFLE GOLD TRINKET POT ,Neutral,0.7517
84595E,LARGE TORTILLA DESIGN RED BOWL,Neutral,0.8456
51012L,"FEATHER DUSTER, LIGHT PINK",Neutral,0.8145
22258,FELT FARM ANIMAL RABBIT,Neutral,0.5735
21542,WOODLAND WATER TRANSFER TATTOOS ,Neutral,0.8456
21224,SET/4 SKULL BADGES,Neutral,0.702
22158,3 HEARTS HANGING DECORATION RUSTIC,Neutral,0.8725
85167A,WHITE GRAND BAROQUE PHOTO FRAME,Neutral,0.8133
20861,GOLD COSMETIC BAG PINK STAR,Neutral,0.8672
21656,RIDGED GLASS POSY VASE ,Neutral,0.7112
84680,CLASSICAL ROSE URN,Neutral,0.8025
21092,SET/6 STRAWBERRY PAPER PLATES,Neutral,0.8958
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,Positive,0.9774
20855,PINK PATCH PURSE BLUE HEART,Positive,0.5038
20778,GARDEN PATH NOTEBOOK ,Neutral,0.8389
81950B,FLOWER BLUE CLOCK W/SUCKER,Neutral,0.4899
20854,BLUE PATCH PURSE PINK HEART,Neutral,0.687
81950V,FLOWER PURPLE CLOCK W/SUCKER,Neutral,0.5524
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",Neutral,0.8354
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,Neutral,0.8191
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,Neutral,0.8575
35096B,RED VICTORIAN FABRIC HEART BOX,Neutral,0.7789
84030E,ENGLISH ROSE HOT WATER BOTTLE,Neutral,0.7983
21903,MAN FLU METAL SIGN,Neutral,0.8159
22323,PINK POLKADOT KIDS BAG,Neutral,0.844
45008C,DECORATIVE NET CANOPY CREAM,Neutral,0.8083
84562A,PINK/WHITE RIBBED MELAMINE JUG,Neutral,0.867
84880,WHITE WIRE EGG HOLDER,Neutral,0.7348
84993A,75 GREEN PETIT FOUR CASES,Neutral,0.8125
C2,CARRIAGE,Neutral,0.6918
21723,ALPHABET HEARTS STICKER SHEET,Neutral,0.8342
90089,PINK CRYSTAL SKULL PHONE CHARM,Neutral,0.8613
37482P,CUBIC MUG PINK POLKA DOT,Neutral,0.8508
85179B,WHITE BITTY LIGHT CHAIN ,Neutral,0.7851
35609A,PINK FEATHER CHRISTMAS DECORATION,Neutral,0.8094
21654,RIDGED GLASS FINGER BOWL,Neutral,0.7221
21316,SMALL CHUNKY GLASS ROMAN  BOWL,Neutral,0.8127
22299,PIG KEYRING WITH LIGHT & SOUND ,Neutral,0.811
46776B,WOVEN BERRIES CUSHION COVER ,Neutral,0.816
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,Neutral,0.8116
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,Neutral,0.8191
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,Neutral,0.8441
21207,SKULL AND CROSSBONES  GARLAND ,Neutral,0.8135
46126A,ELVIS WALLHANGING / CURTAIN,Neutral,0.8829
90040D,MURANO STYLE GLASS BRACELET PINK,Neutral,0.8529
90120C,GREEN MURANO TWIST BRACELET,Neutral,0.8052
84356,POMPOM CURTAIN,Neutral,0.677
22045,SPACE BOY GIFT WRAP,Neutral,0.7944
22048,BIRTHDAY BANQUET GIFT WRAP,Neutral,0.8874
22050,PINK PAISLEY ROSE GIFT WRAP,Neutral,0.8779
22052,VINTAGE CARAVAN GIFT WRAP,Neutral,0.8433
22099,CARAVAN SQUARE TISSUE BOX,Neutral,0.7946
51014A,"FEATHER PEN,HOT PINK",Neutral,0.7724
51014L,"FEATHER PEN,LIGHT PINK",Neutral,0.7408
85017B,ENVELOPE 50 BLOSSOM IMAGES,Neutral,0.8393
85017C,ENVELOPE 50 CURIOUS IMAGES,Neutral,0.7932
20760,GARDEN PATH POCKET BOOK,Neutral,0.7866
22040,BOTANICAL ROSE GIFT WRAP,Neutral,0.8518
22223,CAKE PLATE LOVEBIRD PINK,Neutral,0.6106
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,Neutral,0.8003
22324,BLUE POLKADOT KIDS BAG,Neutral,0.7953
17109D,FLOWER FAIRY INCENSE BOUQUET,Neutral,0.7718
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,Neutral,0.8511
72819,CUPID DESIGN SCENTED CANDLES,Negative,0.9185
79406,FROSTED WHITE BASE ,Neutral,0.6468
84846A,SCENTED CANDLE IN DIGITALIS TIN,Neutral,0.816
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",Neutral,0.8186
16169P,WRAP GREEN RUSSIAN FOLKART ,Neutral,0.7021
84932A,SMALL GREEN PEONY FOLDING STOOL,Neutral,0.8047
84932B,SMALL PINK PEONY FOLDING STOOL,Neutral,0.7968
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,Neutral,0.7851
84932D,SMALL ORIENTAL RED FOLDING STOOL,Neutral,0.7954
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,Neutral,0.8023
16169K,WRAP FOLK ART,Neutral,0.7711
21265,PINK GOOSE FEATHER TREE 60CM,Neutral,0.8317
47599A,PINK PARTY BAGS,Neutral,0.7562
20717,STRAWBERRY SHOPPER BAG,Neutral,0.7994
37408,ASSORTED DESIGN GEISHA GIRL MUGS,Neutral,0.7663
16011, ANIMAL STICKERS,Neutral,0.4913
21215, IVORY PAPER CUP CAKE CASES ,Neutral,0.8068
21250,SET OF SKULL WALL STICKERS,Neutral,0.7318
21974,SET OF 36 PAISLEY FLOWER DOILIES,Neutral,0.8773
84795D,SEASIDE STRIPE HAMMOCK,Neutral,0.8055
84425A,WHITE GLASS TV TRIPLE FRAME,Neutral,0.7418
79191B,RETRO PLASTIC POLKA TRAY,Neutral,0.795
85087,CANDY SPOT CUSHION COVER,Neutral,0.7928
84081,WHITE CERAMIC PARTY SET (5PCS),Neutral,0.9047
21462,"NURSERY A,B,C PAINTED LETTERS",Neutral,0.7878
22058,CERAMIC LOVE HEARTS DESIGN MUG,Positive,0.5348
21399,BLUE  SPOTTY  COFFEE MUG,Neutral,0.6377
79144B,PAINTED LIGHTBULB STAR+ MOON,Neutral,0.8609
37495,FAIRY CAKE BIRTHDAY CANDLE SET,Neutral,0.7181
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,Neutral,0.8293
22312,OFFICE MUG WARMER POLKADOT,Neutral,0.7909
20837,FRENCH FLORAL CUSHION COVER ,Neutral,0.8136
85096,HILDA CANDY SPOT RABBIT,Neutral,0.8119
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,Neutral,0.8638
85116,BLACK CANDELABRA T-LIGHT HOLDER,Neutral,0.8665
21717,EASTER TIN BUCKET,Neutral,0.7587
22318,FIVE HEART HANGING DECORATION,Neutral,0.7663
35969,FOLKART CROWN TABLE DECORATIONS,Neutral,0.7009
20688,BEAUTY SPEED EXPRESSO CUPS,Positive,0.5777
84469,ROSE DES PADDED FLOOR CUSHION,Neutral,0.7991
21630,FLOOR CUSHION ELEPHANT CARNIVAL,Neutral,0.7654
21661,VINTAGE GLASS TEA CADDY,Neutral,0.7649
21662,VINTAGE GLASS COFFEE CADDY,Neutral,0.7696
21274,EMBOSSED HEART 3 DRAWER SHELF,Neutral,0.7158
21332,MOROCCAN BEATEN METAL MIRROR,Neutral,0.6876
20766,GARDEN PATH SKETCHBOOK,Neutral,0.797
84924D,LA PALMIERA METAL SIGN CALENDAR,Neutral,0.8411
84924A,WAKE UP COCKEREL CALENDAR SIGN ,Neutral,0.7445
84916,HAND TOWEL PALE BLUE W FLOWERS,Neutral,0.7903
85019C,CURIOUS  IMAGES NOTEBOOK SET,Neutral,0.8461
72801D,S/4 SKY BLUE DINNER CANDLES,Neutral,0.8573
21280,VINTAGE KITCHEN PRINT VEGETABLES,Neutral,0.7871
35597D,PINK/WHITE CHRISTMAS TREE 30CM,Neutral,0.8022
21195,PINK  HONEYCOMB PAPER BALL ,Neutral,0.7917
21194,PINK  HONEYCOMB PAPER FAN,Neutral,0.806
84944,SET OF 6 KASHMIR FOLKART BAUBLES,Neutral,0.8912
21774,DECORATIVE CATS BATHROOM BOTTLE,Neutral,0.8033
21321,GLASS CHALICE BLUE  LARGE ,Neutral,0.7003
21320,GLASS CHALICE GREEN  LARGE ,Neutral,0.7408
84926E,FLOWERS TILE COASTER,Neutral,0.7918
84926D,LA PALMIERA TILE COASTER,Neutral,0.7853
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,Neutral,0.87
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,Neutral,0.8769
35611B,BLACK ASSORTED DROPLET DECORATION,Neutral,0.8792
35598B,BLACK CHRISTMAS TREE 60CM,Neutral,0.8621
35598D,PINK/WHITE CHRISTMAS TREE 60CM,Neutral,0.8191
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,Neutral,0.7759
82093,HEART SHAPE BUTTON FRAME ,Negative,0.4799
21627,ELEPHANT CARNIVAL POUFFE,Neutral,0.7799
20762,GREEN FERN SKETCHBOOK ,Neutral,0.7348
47598,NEW ENGLAND EGG WARMER,Neutral,0.8076
16046,TEATIME PEN CASE & PENS,Neutral,0.7979
21445,12 PINK ROSE PEG PLACE SETTINGS,Neutral,0.8758
79413,GLASS WINE GLASS DECORATIONS,Neutral,0.8249
21443,OLIVE CHALET BIRDFEEDER,Neutral,0.7061
51020B,STRIPY DESIGN SHOWER CAP,Neutral,0.7961
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,Neutral,0.8274
21801,CHRISTMAS TREE DECORATION WITH BELL,Neutral,0.847
21147,JINGLE BELLS TREE DECORATION,Neutral,0.8523
85032C,CURIOUS IMAGES GIFT WRAP SET,Neutral,0.8372
20847,ZINC HEART LATTICE CHARGER LARGE,Neutral,0.798
75149N,STRING CRYSTALS NATURAL,Neutral,0.7895
22317,FIVE CATS HANGING DECORATION,Neutral,0.8881
22066,LOVE HEART TRINKET POT,Positive,0.8901
21779,MA CAMPAGNE MINI WOODEN CHEST,Neutral,0.8538
37492B,BLUE YELLOW FLOWER PIGGY BANK,Neutral,0.7976
37492D,PURPLE GREEN FLOWER PIGGY BANK,Neutral,0.7952
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,Neutral,0.9074
21032,SPACE CADET WHITE,Neutral,0.7836
21027,NINJA RABBIT PINK,Neutral,0.8662
16216,LETTER SHAPE PENCIL SHARPENER,Neutral,0.7777
84509F,NEW ENGLAND PLACEMATS,Neutral,0.853
84509C,DOTTY PLACEMATS ,Negative,0.6692
47013C,WINE BOTTLE DRESSING DARK BLUE,Neutral,0.8325
21373,MIRRORED WALL ART SNOWFLAKES,Neutral,0.847
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,Neutral,0.6309
85024C,PINK SMALL JEWELLED PHOTOFRAME,Neutral,0.7716
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,Neutral,0.7532
21915,RED  HARMONICA IN BOX ,Neutral,0.7929
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,Neutral,0.8091
84705C,PINK FLOCK PHOTO FRAME ,Neutral,0.6781
85166B,BLACK METAL BAROQUE PHOTO FRAME,Neutral,0.8722
16049,TEATIME GEL PENS ASST,Neutral,0.7589
21287,SCENTED VELVET LOUNGE CANDLE ,Neutral,0.7874
21635,MADRAS NOTEBOOK LARGE ,Neutral,0.8187
21636,MADRAS NOTEBOOK MEDIUM,Neutral,0.843
21634,ASSORTED MINI MADRAS NOTEBOOK,Neutral,0.769
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,Neutral,0.8639
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,Neutral,0.841
21189,WHITE HONEYCOMB PAPER GARLAND ,Neutral,0.8092
22230,JIGSAW TREE WITH WATERING CAN,Neutral,0.895
10123C,HEARTS WRAPPING TAPE ,Neutral,0.7901
84608,ORNATE EDWARDIAN CANDLE HOLDER,Neutral,0.8618
84753A,PINK EAU DE COLOGNE BOTTLE,Neutral,0.8272
21719,LOVELY BONBON STICKER SHEET,Positive,0.9652
46776D,WOVEN SUNSET CUSHION COVER ,Neutral,0.8359
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",Neutral,0.9036
72122,COFFEE SCENT PILLAR CANDLE,Neutral,0.7372
84978,HANGING HEART JAR T-LIGHT HOLDER,Neutral,0.7437
35633B,BLUE TINSEL GARLAND ,Neutral,0.7413
20652,BLUE SPOTTY LUGGAGE TAG ,Neutral,0.7979
21456,2 PICTURE BOOK EGGS EASTER CHICKS,Neutral,0.8187
21457,2 PICTURE BOOK EGGS EASTER DUCKS,Neutral,0.8036
21458,2 PICTURE BOOK EGGS EASTER BUNNY,Neutral,0.8283
22146,EASTER CRAFT IVY WREATH WITH CHICK,Neutral,0.8522
84452,METAL RABBIT LADDER EASTER ,Neutral,0.819
84456,SET OF 3 RABBIT EGG EASTER,Neutral,0.8452
22229,BUNNY WOODEN PAINTED WITH FLOWER ,Neutral,0.8228
90040C,MURANO STYLE GLASS BRACELET GOLD,Neutral,0.8026
90040A,MURANO STYLE GLASS BRACELET RED,Neutral,0.7889
84247L,FAWN AND MUSHROOM GREETING CARD,Neutral,0.8638
21802,CHRISTMAS TREE HEART DECORATION,Neutral,0.8457
90210C,RED   ACRYLIC FACETED BANGLE,Neutral,0.6987
90210D,PURPLE ACRYLIC FACETED BANGLE,Neutral,0.8137
90210A,GREY ACRYLIC FACETED BANGLE,Neutral,0.733
35932,PINK CHRISTMAS TREE DECORATION,Neutral,0.7753
21830,ASSORTED CREEPY CRAWLIES,Negative,0.8149
84508B,STRIPES DESIGN TEDDY,Neutral,0.8241
84508C,BLUE CIRCLES DESIGN TEDDY,Neutral,0.8447
72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",Neutral,0.8706
72751B,"F.FAIRY S/3 SML CANDLE, LAVENDER",Neutral,0.8469
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",Neutral,0.7473
72752A,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",Neutral,0.7924
21879,HEARTS GIFT TAPE,Neutral,0.8119
79149B,SILICON STAR BULB  BLUE,Neutral,0.7711
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,Neutral,0.812
22060,LARGE CAKE STAND HANGING HEARTS,Neutral,0.8444
84830,LARGE ENGLISH ARBORETUM,Neutral,0.8406
21785,RAIN PONCHO ,Neutral,0.7313
21338,MARAKESH LANTERN SMALL ,Neutral,0.7948
22347,PIZZA DISH SLICE ,Neutral,0.6806
35271S,GOLD PRINT PAPER BAG,Neutral,0.7221
21300,ANTIQUE EDWARDIAN DRESSER,Neutral,0.824
21397,BLUE  SPOTTY EGG CUP ,Neutral,0.7217
